Z2,Heading,H1,needsInitialization,E1,RollGyr,EGyr3,TW,C2,A1,H2,T,W3a,H3,Z1,D2,Pitch,SmoothW2,C1,SmoothGroundSpeed,M1,EGyr1,TWa,EGyr2,Roll,GPSNACp,headingMag,EGyr0,SmoothW1,HeadingGPS,Ta,E0,GPSHorizontalAccuracy,BaroVerticalSpeed,Z3,E3,GroundSpeed,PitchGPS,slipSkid,turnRate,staticMode,EGPS3,A2,M2,C3,GPSFixQuality,W3,HeadingGyr,W2,GPSAltitudeMSL,BaroPressureAltitude,EGPS0,E2,B2,EGPS2,W2a,headingValid,B3,PitchGyr,M3,D1,A3,EGPS1,D3,B1,GPSVerticalAccuracy,W1,RollGPS,W1a,GPSTrueCourse,WValid,gLoad
-0.177773,0.223148,-0.141293,0.000000,0.123361,9.689917,0.705708,-6795364289.451345,0.048773,-0.140996,0.197777,-6795364289.361345,0.000000,-0.170481,-0.196982,0.636311,10.387696,0.000000,0.041263,0.000000,5598.372192,0.123112,-6795364289.451345,-0.004409,9.708042,8.000000,5.736514,0.697710,0.000000,360.000000,-6795364289.411345,0.697637,44.000000,4.876897,-0.950591,0.705737,0.000000,11.509948,-0.184785,-0.002159,1.000000,0.707084,-0.153874,3575.854492,-1.015683,1.000000,0.000000,0.227876,0.000000,59.711292,381.139618,0.693991,-0.004434,0.755333,-0.005644,0.000000,0.000000,0.686666,10.364823,-7373.073024,-1.326792,-0.982208,0.135560,0.508133,-1.529740,88.000000,0.000000,10.595255,0.000000,0.000000,0.000000,0.951127
-0.177424,0.222750,-0.145368,0.000000,0.123489,9.701551,0.705711,-6795364289.351345,0.048773,-0.140589,0.225946,-6795364289.311345,0.000000,-0.124687,-0.196570,0.636311,10.397732,0.000000,0.041263,0.000000,5568.273417,0.123248,-6795364289.451345,-0.004403,9.718968,8.000000,5.735623,0.697684,0.000000,359.999998,-6795364289.361345,0.697612,44.000000,4.876897,-0.951613,0.705740,0.000000,11.488085,-0.184716,-0.002159,1.000000,0.707084,-0.153203,3635.452067,-1.015683,1.000000,0.000000,0.227459,0.000000,59.711292,381.139618,0.694045,-0.004428,0.778222,-0.005656,0.000000,0.000000,0.610370,10.375509,-7335.949534,-1.326792,-0.983876,0.135283,0.508133,-1.569160,88.000000,0.000000,10.571484,0.000000,0.000000,0.000000,0.951220
-0.177207,0.224583,-0.165042,0.000000,0.123621,9.711901,0.705700,-6795364289.351345,0.048773,-0.140507,0.175307,-6795364289.261345,0.000000,-0.161173,-0.196337,0.636311,10.409574,0.000000,0.041263,0.000000,5575.798111,0.123385,-6795364289.351345,-0.004417,9.728957,8.000000,5.735415,0.697671,0.000000,359.999999,-6795364289.311345,0.697600,44.000000,5.035003,-0.950527,0.705728,0.000000,11.481224,-0.184676,-0.002159,1.000000,0.707084,-0.153142,3598.203583,-1.015683,1.000000,0.000000,0.229322,0.000000,59.711292,381.161194,0.694062,-0.004442,0.801111,-0.005661,0.000000,0.000000,0.686666,10.387732,-7395.347117,-1.326792,-0.981841,0.135195,0.508133,-1.487777,88.000000,0.000000,10.563751,0.000000,0.000000,0.000000,0.951104
-0.177482,0.225672,-0.173458,0.000000,0.123747,9.721341,0.705693,-6795364289.251345,0.048773,-0.140996,0.194852,-6795364289.211345,0.000000,-0.150223,-0.197041,0.636311,10.420878,0.000000,0.041263,0.000000,5538.174642,0.123509,-6795364289.351345,-0.004428,9.738427,8.000000,5.735636,0.697656,0.000000,359.999999,-6795364289.261345,0.697584,44.000000,5.035003,-0.950263,0.705722,0.000000,11.508900,-0.184687,-0.002159,1.000000,0.707083,-0.154261,3546.055705,-1.015683,1.000000,0.000000,0.230436,0.000000,59.711292,381.161194,0.694017,-0.004455,0.806197,-0.005765,0.000000,0.000000,0.653605,10.398702,-7410.196513,-1.326792,-0.982004,0.135428,0.508133,-1.536098,88.000000,0.000000,10.574657,0.000000,0.000000,0.000000,0.951008
-0.178111,0.227456,-0.146612,0.000000,0.123877,9.732286,0.705682,-6795364289.251345,0.048773,-0.141728,0.203550,-6795364289.161345,0.000000,-0.166299,-0.196575,0.636311,10.431018,0.000000,0.041263,0.000000,5620.946274,0.123640,-6795364289.251345,-0.004429,9.749579,8.000000,5.736739,0.697644,0.000000,0.000001,-6795364289.211345,0.697572,44.000000,4.936277,-0.951259,0.705711,0.000000,11.489784,-0.184747,-0.002159,1.000000,0.707085,-0.153203,3531.156311,-1.015683,1.000000,0.000000,0.232255,0.000000,59.711292,381.161194,0.694014,-0.004451,0.762963,-0.005515,0.000000,0.000000,0.679037,10.409441,-7417.621211,-1.326792,-0.983551,0.135442,0.508133,-1.541185,88.000000,0.000000,10.595973,0.000000,0.000000,0.000000,0.951076
-0.177695,0.228540,-0.146481,0.000000,0.124005,9.743322,0.705675,-6795364289.141345,0.048773,-0.140833,0.190946,-6795364289.111345,0.000000,-0.150502,-0.196812,0.636311,10.441693,0.000000,0.041263,0.000000,5568.273417,0.123773,-6795364289.251345,-0.004430,9.760098,8.000000,5.734821,0.697627,0.000000,0.000000,-6795364289.161345,0.697556,44.000000,4.936277,-0.951817,0.705704,0.000000,11.489662,-0.184706,-0.002159,1.000000,0.707085,-0.153732,3709.949036,-1.015683,1.000000,0.000000,0.233354,0.000000,57.414700,381.161194,0.694032,-0.004453,0.775679,-0.005606,0.000000,0.000000,0.651062,10.420335,-7365.648326,-1.326792,-0.983917,0.135351,0.508133,-1.518296,88.000000,0.000000,10.581165,0.000000,0.000000,0.000000,0.951174
-0.177494,0.228451,-0.144890,0.000000,0.124124,9.753709,0.705676,-6795364289.141345,0.048773,-0.140751,0.219797,-6795364289.061345,0.000000,-0.132003,-0.197167,0.636311,10.451257,0.000000,0.041263,0.000000,5711.242599,0.123894,-6795364289.141345,-0.004424,9.770078,8.000000,5.734570,0.697605,0.000000,0.000001,-6795364289.111345,0.697534,44.000000,4.661876,-0.951469,0.705705,0.000000,11.506800,-0.184672,-0.002159,1.000000,0.707083,-0.154180,3687.599945,-1.015683,1.000000,0.000000,0.233260,0.000000,57.414700,381.146088,0.694023,-0.004451,0.774407,-0.005773,0.000000,0.000000,0.629444,10.429743,-7261.702555,-1.326792,-0.983184,0.135395,0.508133,-1.564074,88.000000,0.000000,10.571169,0.000000,0.000000,0.000000,0.951189
-0.177696,0.227842,-0.143074,0.000000,0.124250,9.763683,0.705680,-6795364289.051345,0.048773,-0.141118,0.194980,-6795364289.011345,0.000000,-0.117129,-0.197342,0.636311,10.462161,0.000000,0.041263,0.000000,5598.372192,0.124021,-6795364289.141345,-0.004429,9.779934,8.000000,5.734147,0.697578,0.000000,0.000000,-6795364289.061345,0.697508,44.000000,4.661876,-0.951631,0.705709,0.000000,11.517318,-0.184672,-0.002159,1.000000,0.707083,-0.154261,3635.452067,-1.015683,1.000000,0.000000,0.232638,0.000000,57.414700,381.146088,0.694006,-0.004457,0.773136,-0.005813,0.000000,0.000000,0.618000,10.440655,-7395.347117,-1.326792,-0.983591,0.135483,0.508133,-1.515753,88.000000,0.000000,10.575194,0.000000,0.000000,0.000000,0.951240
-0.178179,0.227440,-0.143647,0.000000,0.124383,9.773548,0.705682,-6795364289.051345,0.048773,-0.141728,0.173089,-6795364288.961345,0.000000,-0.117377,-0.197466,0.636311,10.474035,0.000000,0.041263,0.000000,5553.224030,0.124153,-6795364289.051345,-0.004442,9.790004,8.000000,5.732954,0.697552,0.000000,360.000000,-6795364289.011345,0.697482,44.000000,4.570467,-0.951715,0.705711,0.000000,11.524028,-0.184733,-0.002159,1.000000,0.707084,-0.154363,3665.250854,-1.015683,1.000000,0.000000,0.232229,0.000000,57.414700,381.146088,0.693974,-0.004468,0.774407,-0.005730,0.000000,0.000000,0.625629,10.452636,-7328.524836,-1.326792,-0.983673,0.135646,0.508133,-1.495407,88.000000,0.000000,10.595410,0.000000,0.000000,0.000000,0.951291
-0.177811,0.228120,-0.145854,0.000000,0.124511,9.783707,0.705678,-6795364288.941345,0.048773,-0.141036,0.185148,-6795364288.911345,0.000000,-0.141300,-0.197474,0.636311,10.485088,0.000000,0.041263,0.000000,5613.421580,0.124282,-6795364289.051345,-0.004449,9.799917,8.000000,5.734054,0.697533,0.000000,360.000000,-6795364288.961345,0.697463,44.000000,4.570467,-0.950837,0.705707,0.000000,11.533914,-0.184738,-0.002159,1.000000,0.707083,-0.154383,3546.055705,-1.015683,1.000000,0.000000,0.232920,0.000000,57.414700,381.146088,0.693965,-0.004476,0.775679,-0.005805,0.000000,0.000000,0.658691,10.463712,-7410.196513,-1.326792,-0.982330,0.135692,0.508133,-1.523382,88.000000,0.000000,10.593171,0.000000,0.000000,0.000000,0.951208
-0.178459,0.230044,-0.146573,0.000000,0.124636,9.793819,0.705666,-6795364288.941345,0.048773,-0.142155,0.192418,-6795364288.861345,0.000000,-0.168244,-0.197156,0.636311,10.495213,0.000000,0.041263,0.000000,5553.224030,0.124407,-6795364288.941345,-0.004453,9.810421,8.000000,5.734720,0.697523,0.000000,0.000001,-6795364288.911345,0.697452,44.000000,4.189060,-0.950306,0.705695,0.000000,11.527463,-0.184860,-0.002159,1.000000,0.707085,-0.153935,3531.156311,-1.015683,1.000000,0.000000,0.234885,0.000000,57.414700,381.121307,0.693938,-0.004476,0.774407,-0.005581,0.000000,0.000000,0.686666,10.474176,-7328.524836,-1.326792,-0.981964,0.135834,0.508133,-1.529740,88.000000,0.000000,10.622986,0.000000,0.000000,0.000000,0.951095
-0.177516,0.231726,-0.157848,0.000000,0.124744,9.803720,0.705656,-6795364288.851345,0.048773,-0.140426,0.201258,-6795364288.811345,0.000000,-0.165365,-0.196675,0.636311,10.504154,0.000000,0.041263,0.000000,5568.273417,0.124526,-6795364288.941345,-0.004454,9.819358,8.000000,5.735454,0.697512,0.000000,359.999996,-6795364288.861345,0.697443,44.000000,4.189060,-0.951473,0.705685,0.000000,11.498516,-0.184768,-0.002159,1.000000,0.707084,-0.153284,3531.156311,-1.015683,1.000000,0.000000,0.236587,0.000000,57.414700,381.121307,0.694017,-0.004478,0.790938,-0.005639,0.000000,0.000000,0.671407,10.483889,-7350.798930,-1.326792,-0.983795,0.135426,0.508133,-1.538642,88.000000,0.000000,10.584602,0.000000,0.000000,0.000000,0.951183
-0.177187,0.234386,-0.139870,0.000000,0.124853,9.813743,0.705639,-6795364288.851345,0.048773,-0.140385,0.188921,-6795364288.761345,0.000000,-0.183646,-0.196034,0.636311,10.512697,0.000000,0.041263,0.000000,5598.372192,0.124644,-6795364288.851345,-0.004453,9.828695,8.000000,5.735747,0.697508,0.000000,359.999996,-6795364288.811345,0.697440,44.000000,5.730800,-0.951387,0.705669,0.000000,11.465478,-0.184691,-0.002159,1.000000,0.707085,-0.152593,3575.854492,-1.015683,1.000000,0.000000,0.239290,0.000000,57.414700,381.259338,0.694085,-0.004476,0.759148,-0.005585,0.000000,0.000000,0.698111,10.493281,-7350.798930,-1.326792,-0.983123,0.135079,0.508133,-1.518296,88.000000,0.000000,10.560319,0.000000,0.000000,0.000000,0.951200
-0.177051,0.235585,-0.125152,0.000000,0.124953,9.823554,0.705632,-6795364288.751345,0.048773,-0.140344,0.229103,-6795364288.711345,0.000000,-0.161930,-0.196866,0.636311,10.519825,0.000000,0.041263,0.000000,5568.273417,0.124745,-6795364288.851345,-0.004436,9.838098,8.000000,5.735132,0.697497,0.000000,360.000000,-6795364288.761345,0.697430,44.000000,5.730800,-0.951103,0.705662,0.000000,11.491145,-0.184623,-0.002159,1.000000,0.707083,-0.154098,3620.552673,-1.015683,1.000000,0.000000,0.240512,0.000000,57.414700,381.259338,0.694067,-0.004464,0.747703,-0.005809,0.000000,0.000000,0.656148,10.500029,-7321.100138,-1.326792,-0.982818,0.135170,0.508133,-1.579333,88.000000,0.000000,10.549674,0.000000,0.000000,0.000000,0.951178
-0.177213,0.237857,-0.124620,0.000000,0.125059,9.833189,0.705618,-6795364288.751345,0.048773,-0.140629,0.208056,-6795364288.661345,0.000000,-0.180640,-0.196760,0.636311,10.527718,0.000000,0.041263,0.000000,5620.946274,0.124852,-6795364288.751345,-0.004429,9.847595,8.000000,5.736545,0.697492,0.000000,360.000000,-6795364288.711345,0.697425,44.000000,5.884849,-0.951195,0.705648,0.000000,11.493646,-0.184586,-0.002159,1.000000,0.707083,-0.153569,3508.807220,-1.015683,1.000000,0.000000,0.242828,0.000000,57.414700,381.281982,0.694061,-0.004456,0.751518,-0.005808,0.000000,0.000000,0.694296,10.508032,-7261.702555,-1.326792,-0.983062,0.135201,0.508133,-1.533555,88.000000,0.000000,10.552384,0.000000,0.000000,0.000000,0.951183
-0.177017,0.238344,-0.164496,0.000000,0.125144,9.840368,0.705615,-6795364288.651345,0.048773,-0.140263,0.222826,-6795364288.611345,0.000000,-0.147730,-0.196681,0.636311,10.534940,0.000000,0.041263,0.000000,5538.174642,0.124941,-6795364288.751345,-0.004431,9.854456,8.000000,5.736191,0.697479,0.000000,360.000000,-6795364288.661345,0.697412,44.000000,5.884849,-0.951403,0.705645,0.000000,11.489878,-0.184513,-0.002159,1.000000,0.707083,-0.153488,3575.854492,-1.015683,1.000000,0.000000,0.243322,0.000000,58.398949,381.281982,0.694076,-0.004459,0.811284,-0.005839,0.000000,0.000000,0.640889,10.515478,-7261.702555,-1.326792,-0.983306,0.135125,0.508133,-1.561530,88.000000,0.000000,10.543620,0.000000,0.000000,0.000000,0.951214
-0.177612,0.237488,-0.165756,0.000000,0.125235,9.846918,0.705620,-6795364288.651345,0.048773,-0.141240,0.213785,-6795364288.561345,0.000000,-0.119093,-0.197027,0.636311,10.542992,0.000000,0.041263,0.000000,5530.649948,0.125028,-6795364288.651345,-0.004439,9.861368,8.000000,5.735506,0.697458,0.000000,359.999999,-6795364288.611345,0.697391,44.000000,5.769460,-0.951000,0.705650,0.000000,11.504850,-0.184554,-0.002159,1.000000,0.707083,-0.154057,3598.203583,-1.015683,1.000000,0.000000,0.242452,0.000000,58.398949,381.281982,0.694029,-0.004466,0.797296,-0.005779,0.000000,0.000000,0.614185,10.523389,-7283.976649,-1.326792,-0.982696,0.135365,0.508133,-1.541185,88.000000,0.000000,10.568304,0.000000,0.000000,0.000000,0.951176
-0.178252,0.238914,-0.153633,0.000000,0.125332,9.854861,0.705612,-6795364288.541345,0.048773,-0.141850,0.215984,-6795364288.511345,0.000000,-0.165706,-0.197375,0.636311,10.550592,0.000000,0.041263,0.000000,5598.372192,0.125122,-6795364288.651345,-0.004438,9.869686,8.000000,5.736192,0.697450,0.000000,359.999999,-6795364288.561345,0.697382,44.000000,5.769460,-0.951886,0.705642,0.000000,11.515184,-0.184631,-0.002159,1.000000,0.707084,-0.154342,3546.055705,-1.015683,1.000000,0.000000,0.243910,0.000000,58.398949,381.281982,0.693985,-0.004463,0.775679,-0.005678,0.000000,0.000000,0.691753,10.530934,-7306.250743,-1.326792,-0.984202,0.135590,0.508133,-1.551358,88.000000,0.000000,10.595029,0.000000,0.000000,0.000000,0.951285
-0.177479,0.239726,-0.137097,0.000000,0.125431,9.863896,0.705607,-6795364288.541345,0.048773,-0.140507,0.207981,-6795364288.461345,0.000000,-0.152309,-0.196943,0.636311,10.558391,0.000000,0.041263,0.000000,5530.649948,0.125226,-6795364288.541345,-0.004434,9.878179,8.000000,5.735206,0.697437,0.000000,359.999999,-6795364288.511345,0.697369,44.000000,5.478721,-0.951180,0.705637,0.000000,11.507857,-0.184587,-0.002159,1.000000,0.707083,-0.153630,3620.552673,-1.015683,1.000000,0.000000,0.244733,0.000000,58.398949,381.266876,0.694015,-0.004460,0.759148,-0.005744,0.000000,0.000000,0.652333,10.539041,-7306.250743,-1.326792,-0.982696,0.135436,0.508133,-1.537370,88.000000,0.000000,10.576950,0.000000,0.000000,0.000000,0.951244
-0.177187,0.240464,-0.149039,0.000000,0.125528,9.871781,0.705602,-6795364288.451345,0.048773,-0.140426,0.188645,-6795364288.411345,0.000000,-0.147681,-0.196961,0.636311,10.567039,0.000000,0.041263,0.000000,5538.174642,0.125328,-6795364288.541345,-0.004440,9.885610,8.000000,5.735207,0.697423,0.000000,360.000000,-6795364288.461345,0.697356,42.000000,5.478721,-0.950851,0.705632,0.000000,11.509459,-0.184542,-0.002159,1.000000,0.707083,-0.153854,3560.955098,-1.015683,1.000000,0.000000,0.245480,0.000000,58.398949,381.266876,0.694031,-0.004468,0.783308,-0.005846,0.000000,0.000000,0.653605,10.547832,-7306.250743,-1.326792,-0.982533,0.135356,0.508133,-1.513209,84.000000,0.000000,10.562111,0.000000,0.000000,0.000000,0.951190
-0.177581,0.241761,-0.115020,0.000000,0.125633,9.881021,0.705594,-6795364288.451345,0.048773,-0.141118,0.199237,-6795364288.361345,0.000000,-0.161250,-0.196987,0.636311,10.574901,0.000000,0.041263,0.000000,5530.649948,0.125432,-6795364288.451345,-0.004434,9.894893,8.000000,5.735255,0.697412,0.000000,360.000000,-6795364288.411345,0.697345,42.000000,5.079504,-0.950886,0.705625,0.000000,11.510112,-0.184567,-0.002159,1.000000,0.707083,-0.153874,3553.505402,-1.015683,1.000000,0.000000,0.246804,0.000000,58.398949,381.242065,0.694017,-0.004461,0.728629,-0.005780,0.000000,0.000000,0.671407,10.555841,-7328.524836,-1.326792,-0.982757,0.135428,0.508133,-1.537370,84.000000,0.000000,10.573452,0.000000,0.000000,0.000000,0.951161
-0.177621,0.241398,-0.089909,0.000000,0.125733,9.891254,0.705597,-6795364288.341345,0.048773,-0.140996,0.229580,-6795364288.311345,0.000000,-0.133250,-0.196989,0.636311,10.581352,0.000000,0.041263,0.000000,5583.322805,0.125535,-6795364288.451345,-0.004412,9.904996,8.000000,5.736447,0.697392,0.000000,360.000000,-6795364288.361345,0.697325,42.000000,5.079504,-0.951054,0.705627,0.000000,11.508962,-0.184574,-0.002159,1.000000,0.707083,-0.153854,3501.357524,-1.015683,1.000000,0.000000,0.246432,0.000000,58.398949,381.242065,0.694014,-0.004438,0.709555,-0.005749,0.000000,0.000000,0.623086,10.562448,-7261.702555,-1.326792,-0.982981,0.135444,0.508133,-1.574246,84.000000,0.000000,10.577226,0.000000,0.000000,0.000000,0.951158
-0.177292,0.245733,-0.124611,0.000000,0.125825,9.900500,0.705570,-6795364288.341345,0.048773,-0.140507,0.208699,-6795364288.261345,0.000000,-0.225062,-0.196619,0.636311,10.587628,0.000000,0.041263,0.000000,5530.649948,0.125631,-6795364288.341345,-0.004401,9.913822,8.000000,5.735415,0.697401,0.000000,359.999999,-6795364288.311345,0.697335,42.000000,5.880653,-0.950982,0.705601,0.000000,11.494961,-0.184534,-0.002159,1.000000,0.707084,-0.153325,3620.552673,-1.015683,1.000000,0.000000,0.250850,0.000000,58.398949,381.318634,0.694044,-0.004428,0.762963,-0.005736,0.000000,0.000000,0.770592,10.569137,-7239.428462,-1.326792,-0.982757,0.135288,0.508133,-1.537370,84.000000,0.000000,10.565470,0.000000,0.000000,0.000000,0.951137
-0.177765,0.247575,-0.141805,0.000000,0.125922,9.908017,0.705558,-6795364288.251345,0.048773,-0.141362,0.179895,-6795364288.211345,0.000000,-0.171094,-0.197104,0.636311,10.595982,0.000000,0.041263,0.000000,5523.125254,0.125726,-6795364288.341345,-0.004407,9.921574,8.000000,5.734638,0.697396,0.000000,359.999998,-6795364288.261345,0.697329,42.000000,5.880653,-0.950530,0.705590,0.000000,11.512966,-0.184593,-0.002159,1.000000,0.707084,-0.154220,3605.653280,-1.015683,1.000000,0.000000,0.252731,0.000000,58.398949,381.318634,0.694000,-0.004434,0.778222,-0.005728,0.000000,0.000000,0.656148,10.577295,-7276.551951,-1.326792,-0.982208,0.135514,0.508133,-1.500493,84.000000,0.000000,10.584667,0.000000,0.000000,0.000000,0.951057
-0.177528,0.249185,-0.134316,0.000000,0.126010,9.916106,0.705548,-6795364288.251345,0.048773,-0.140751,0.196503,-6795364288.161345,0.000000,-0.169915,-0.196264,0.636311,10.602674,0.000000,0.041263,0.000000,5575.798111,0.125821,-6795364288.251345,-0.004406,9.929280,8.000000,5.735465,0.697389,0.000000,359.999998,-6795364288.211345,0.697323,42.000000,5.765347,-0.951466,0.705580,0.000000,11.477832,-0.184562,-0.002159,1.000000,0.707085,-0.152715,3531.156311,-1.015683,1.000000,0.000000,0.254367,0.000000,58.398949,381.318634,0.694055,-0.004429,0.759148,-0.005579,0.000000,0.000000,0.675222,10.584841,-7417.621211,-1.326792,-0.983673,0.135234,0.508133,-1.537370,84.000000,0.000000,10.573652,0.000000,0.000000,0.000000,0.951138
-0.177225,0.251170,-0.120883,0.000000,0.126098,9.924561,0.705536,-6795364288.141345,0.048773,-0.140426,0.194935,-6795364288.111345,0.000000,-0.177859,-0.196450,0.636311,10.609176,0.000000,0.041263,0.000000,5553.224030,0.125913,-6795364288.251345,-0.004397,9.937242,8.000000,5.735385,0.697384,0.000000,359.999999,-6795364288.161345,0.697319,42.000000,5.765347,-0.951540,0.705568,0.000000,11.474578,-0.184506,-0.002159,1.000000,0.707084,-0.153366,3575.854492,-1.015683,1.000000,0.000000,0.256387,0.000000,61.023624,381.318634,0.694077,-0.004423,0.742617,-0.005659,0.000000,0.000000,0.686666,10.591541,-7380.497721,-1.326792,-0.983388,0.135116,0.508133,-1.528469,84.000000,0.000000,10.557462,0.000000,0.000000,0.000000,0.951181
-0.177175,0.252777,-0.130871,0.000000,0.126172,9.931960,0.705526,-6795364288.141345,0.048773,-0.140507,0.219584,-6795364288.061345,0.000000,-0.175240,-0.196250,0.636311,10.614259,0.000000,0.041263,0.000000,5530.649948,0.125990,-6795364288.141345,-0.004386,9.944410,8.000000,5.736339,0.697381,0.000000,360.000000,-6795364288.111345,0.697315,42.000000,5.373196,-0.951180,0.705558,0.000000,11.468551,-0.184472,-0.002159,1.000000,0.707084,-0.153020,3486.458130,-1.015683,1.000000,0.000000,0.258024,0.000000,61.023624,381.294922,0.694090,-0.004412,0.762963,-0.005648,0.000000,0.000000,0.679037,10.596850,-7283.976649,-1.326792,-0.982818,0.135054,0.508133,-1.564074,84.000000,0.000000,10.553269,0.000000,0.000000,0.000000,0.951166
-0.177152,0.255137,-0.148822,0.000000,0.126242,9.938377,0.705512,-6795364288.051345,0.048773,-0.140426,0.206762,-6795364288.011345,0.000000,-0.188968,-0.196513,0.636311,10.619745,0.000000,0.041263,0.000000,5583.322805,0.126063,-6795364288.141345,-0.004384,9.950492,8.000000,5.737245,0.697382,0.000000,360.000000,-6795364288.061345,0.697317,42.000000,5.373196,-0.952262,0.705544,0.000000,11.468655,-0.184408,-0.002159,1.000000,0.707084,-0.153406,3516.256917,-1.015683,1.000000,0.000000,0.260429,0.000000,61.023624,381.294922,0.694102,-0.004411,0.783308,-0.005713,0.000000,0.000000,0.701926,10.602445,-7350.798930,-1.326792,-0.984568,0.134992,0.508133,-1.536098,84.000000,0.000000,10.542893,0.000000,0.000000,0.000000,0.951322
-0.176782,0.254295,-0.125995,0.000000,0.126317,9.945008,0.705517,-6795364288.051345,0.048773,-0.139958,0.209291,-6795364287.961345,0.000000,-0.125133,-0.196823,0.636311,10.625909,0.000000,0.041263,0.000000,5553.224030,0.126140,-6795364288.051345,-0.004379,9.956735,8.000000,5.736963,0.697363,0.000000,0.000001,-6795364288.011345,0.697298,42.000000,6.346200,-0.951553,0.705549,0.000000,11.487182,-0.184326,-0.002159,1.000000,0.707082,-0.153813,3575.854492,-1.015683,1.000000,0.000000,0.259568,0.000000,61.023624,381.386566,0.694095,-0.004410,0.747703,-0.005906,0.000000,0.000000,0.602741,10.608356,-7306.250743,-1.326792,-0.983062,0.135027,0.508133,-1.541185,84.000000,0.000000,10.530067,0.000000,0.000000,0.000000,0.951315
-0.176741,0.255051,-0.117960,0.000000,0.126397,9.951950,0.705512,-6795364287.951345,0.048773,-0.140060,0.199133,-6795364287.911345,0.000000,-0.155541,-0.196720,0.636311,10.632247,0.000000,0.041263,0.000000,5538.174642,0.126221,-6795364288.051345,-0.004377,9.963459,8.000000,5.736381,0.697353,0.000000,0.000000,-6795364287.961345,0.697289,42.000000,6.346200,-0.951347,0.705545,0.000000,11.490343,-0.184262,-0.002159,1.000000,0.707082,-0.153528,3590.753886,-1.015683,1.000000,0.000000,0.260337,0.000000,61.023624,381.386566,0.694096,-0.004408,0.742617,-0.005950,0.000000,0.000000,0.673950,10.614758,-7321.100138,-1.326792,-0.983062,0.135022,0.508133,-1.528469,84.000000,0.000000,10.526102,0.000000,0.000000,0.000000,0.951309
-0.176658,0.256572,-0.138062,0.000000,0.126468,9.957816,0.705503,-6795364287.951345,0.048773,-0.139897,0.188717,-6795364287.861345,0.000000,-0.169526,-0.196472,0.636311,10.638513,0.000000,0.041263,0.000000,5508.075867,0.126297,-6795364287.951345,-0.004384,9.968970,8.000000,5.734587,0.697349,0.000000,359.999999,-6795364287.911345,0.697285,42.000000,6.589677,-0.952308,0.705535,0.000000,11.473911,-0.184166,-0.002159,1.000000,0.707082,-0.153142,3665.250854,-1.015683,1.000000,0.000000,0.261884,0.000000,61.023624,381.417847,0.694129,-0.004415,0.774407,-0.005922,0.000000,0.000000,0.682852,10.621487,-7373.073024,-1.326792,-0.984527,0.134851,0.508133,-1.518296,84.000000,0.000000,10.514251,0.000000,0.000000,0.000000,0.951450
-0.176928,0.257583,-0.131806,0.000000,0.126546,9.963551,0.705497,-6795364287.841345,0.048773,-0.140426,0.184428,-6795364287.811345,0.000000,-0.159102,-0.196889,0.636311,10.645400,0.000000,0.041263,0.000000,5477.977091,0.126372,-6795364287.951345,-0.004390,9.974956,8.000000,5.733732,0.697342,0.000000,359.999998,-6795364287.861345,0.697277,42.000000,6.589677,-0.950878,0.705529,0.000000,11.496569,-0.184169,-0.002159,1.000000,0.707082,-0.153976,3590.753886,-1.015683,1.000000,0.000000,0.262920,0.000000,61.023624,381.417847,0.694081,-0.004422,0.757876,-0.005949,0.000000,0.000000,0.661234,10.628054,-7350.798930,-1.326792,-0.982086,0.135099,0.508133,-1.515753,84.000000,0.000000,10.532535,0.000000,0.000000,0.000000,0.951332
-0.177792,0.259733,-0.156366,0.000000,0.126615,9.968529,0.705483,-6795364287.841345,0.048773,-0.141545,0.207669,-6795364287.761345,0.000000,-0.186920,-0.197085,0.636311,10.651077,0.000000,0.041263,0.000000,5620.946274,0.126435,-6795364287.841345,-0.004396,9.980668,8.000000,5.734372,0.697344,0.000000,359.999997,-6795364287.811345,0.697278,42.000000,6.460467,-0.950750,0.705516,0.000000,11.510895,-0.184278,-0.002159,1.000000,0.707083,-0.154057,3575.854492,-1.015683,1.000000,0.000000,0.265120,0.000000,61.023624,381.417847,0.694015,-0.004424,0.793481,-0.005780,0.000000,0.000000,0.705741,10.633555,-7306.250743,-1.326792,-0.982574,0.135438,0.508133,-1.552629,84.000000,0.000000,10.574203,0.000000,0.000000,0.000000,0.951268
-0.177581,0.261920,-0.150764,0.000000,0.126689,9.974537,0.705470,-6795364287.741345,0.048773,-0.140833,0.187468,-6795364287.711345,0.000000,-0.184972,-0.196608,0.636311,10.657267,0.000000,0.041263,0.000000,5538.174642,0.126512,-6795364287.841345,-0.004403,9.986560,8.000000,5.735723,0.697343,0.000000,359.999999,-6795364287.761345,0.697278,42.000000,6.460467,-0.951234,0.705503,0.000000,11.492683,-0.184293,-0.002159,1.000000,0.707084,-0.153244,3471.558736,-1.015683,1.000000,0.000000,0.267349,0.000000,61.023624,381.417847,0.694036,-0.004428,0.775679,-0.005666,0.000000,0.000000,0.691753,10.640243,-7350.798930,-1.326792,-0.983266,0.135329,0.508133,-1.513209,84.000000,0.000000,10.574428,0.000000,0.000000,0.000000,0.951285
